,combat_id,monster_name,count,killed,combat_size,fraction,cr,xp,combat_total_xp,combat_min_xp,combat_max_xp,combat_avg_xp,is_lowest_xp,avg_frac,avg_count
1147,1655591925-6d0eef5b-684f-4028-bb01-60af19f37a2c,bandit captain,3,4,20,0.15,2.0,450,4950,200,1800,618.75,0,0.3070159713902211,1.6020408163265305
1148,1655591925-6d0eef5b-684f-4028-bb01-60af19f37a2c,giant octopus,1,1,20,0.05,1.0,200,4950,200,1800,618.75,1,0.48579770397952216,1.5151515151515151
1149,1655591925-6d0eef5b-684f-4028-bb01-60af19f37a2c,hunter shark,1,1,20,0.05,2.0,450,4950,200,1800,618.75,0,0.6006105006105006,3.1538461538461537
1150,1655591925-6d0eef5b-684f-4028-bb01-60af19f37a2c,hulking crab,1,0,20,0.05,5.0,1800,4950,200,1800,618.75,0,0.502045177045177,3.923076923076923
1151,1657087724-1170ebc4-783c-4db7-9ceb-86f0e630cf4b,wolf,3,3,3,1.0,0.25,50,50,50,50,50.0,1,0.6815263763132141,3.2217898832684826
1152,1654688000-e3fa5812-c0d6-43cc-940a-aae77a015ca9,barbed devil,1,1,1,1.0,5.0,1800,1800,1800,1800,1800.0,1,0.4334375100091808,1.7575757575757576
1156,1666489649-bfd68834-04b0-41a4-8ac7-a5104a779cb5,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1157,1666012446-f5af83c0-5b9b-48ed-9301-dce3150335ac,tree blight,1,1,1,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.6957055403279659,1.3478260869565217
1181,1655382311-ea44b658-8575-4083-97f6-91a7ecf6089d,winged lion,1,1,4,0.25,4.0,1100,2900,1100,1800,1450.0,1,0.6547619047619048,1.7142857142857142
1182,1655382311-ea44b658-8575-4083-97f6-91a7ecf6089d,leonin iconoclast,3,3,4,0.75,5.0,1800,2900,1100,1800,1450.0,0,0.9166666666666666,2.6666666666666665
1185,1661508318-bb189a93-c5d3-4606-b56b-3a9f644a6d00,skeleton,3,3,3,1.0,0.25,50,50,50,50,50.0,1,0.5628189343592419,4.6118721461187215
1189,1665830876-d740abac-510c-4891-b4aa-9db5105caef2,animated armor,2,2,4,0.5,1.0,200,5200,200,5000,2600.0,1,0.6153968253968254,2.9
1190,1665830876-d740abac-510c-4891-b4aa-9db5105caef2,champion,2,2,4,0.5,9.0,5000,5200,200,5000,2600.0,0,0.4396421865171865,1.6458333333333333
1196,1658371877-0eee282e-3f2d-4b7d-b8fe-20554df0dd1c,minotaur skeleton,1,0,1,1.0,2.0,450,450,450,450,450.0,1,0.29791322342563026,2.0
1198,1669622256-d1c22b45-e515-4b24-a819-b3cc266610bd,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1199,1661203549-e026afd9-af8d-4776-994f-c11959123299,thug,2,2,2,1.0,0.5,100,100,100,100,100.0,1,0.5489802217541483,2.8378378378378377
1203,1657835642-2d6b417e-ad4b-4d3b-a344-508bb52777fd,devourer,1,1,1,1.0,13.0,10000,10000,10000,10000,10000.0,1,0.7142857142857142,1.0
1204,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,warhorse,1,0,18,0.05555555555555555,0.5,100,32550,50,11500,4068.75,0,0.36866590349966305,1.3603603603603605
1205,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,drow elite warrior,6,7,18,0.3333333333333333,5.0,1800,32550,50,11500,4068.75,0,0.3550851195588038,2.1578947368421053
1207,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,drow,4,4,18,0.2222222222222222,0.25,50,32550,50,11500,4068.75,1,0.5564147831335331,3.775
1208,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,drow priestess of lolth,1,1,18,0.05555555555555555,8.0,3900,32550,50,11500,4068.75,0,0.17129629629629628,1.0
1209,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,draegloth,1,1,18,0.05555555555555555,7.0,2900,32550,50,11500,4068.75,0,0.26875543260158646,1.0
1210,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,drider,3,3,18,0.16666666666666666,6.0,2300,32550,50,11500,4068.75,0,0.36018981018981017,3.727272727272727
1211,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,drow arachnomancer,1,1,18,0.05555555555555555,13.0,10000,32550,50,11500,4068.75,0,0.6384453781512605,1.1428571428571428
1212,1657311336-2fd6931f-8bd2-4e15-9bda-8fe8dcf96337,drow inquisitor,1,1,18,0.05555555555555555,14.0,11500,32550,50,11500,4068.75,0,0.28172117331781193,1.7142857142857142
1213,1664740528-67718db1-5f6d-4841-b7b2-7375e3bb168f,bandit,10,0,15,0.6666666666666666,0.125,25,75,25,50,37.5,1,0.676655180005082,4.71078431372549
1214,1664740528-67718db1-5f6d-4841-b7b2-7375e3bb168f,drow,5,0,15,0.3333333333333333,0.25,50,75,25,50,37.5,0,0.5564147831335331,3.775
1219,1666885785-05e7fb29-a178-4a69-bbdf-94880886be15,skeleton,6,6,7,0.8571428571428571,0.25,50,150,50,100,75.0,1,0.5628189343592419,4.6118721461187215
1220,1666885785-05e7fb29-a178-4a69-bbdf-94880886be15,skeletal alchemist,1,1,7,0.14285714285714285,0.5,100,150,50,100,75.0,0,0.16416900093370682,1.1666666666666667
1223,1654720974-3bd02efe-3464-485c-a9af-de11e1ef7825,drow shadowblade,1,1,3,0.3333333333333333,11.0,7200,7400,200,7200,3700.0,0,0.4431075460487225,1.6363636363636365
1226,1654720974-3bd02efe-3464-485c-a9af-de11e1ef7825,lion,2,0,3,0.6666666666666666,1.0,200,7400,200,7200,3700.0,1,0.5000550366774276,2.774193548387097
1230,1655264051-a8154197-05e2-486e-a84f-b94af3056633,spectator,1,0,2,0.5,3.0,700,3600,700,2900,1800.0,1,0.41779609279609276,2.1538461538461537
1231,1655264051-a8154197-05e2-486e-a84f-b94af3056633,oni,1,0,2,0.5,7.0,2900,3600,700,2900,1800.0,0,0.6393611018611018,1.8611111111111112
1233,1658626874-954d2096-caae-4ca7-b17f-ae4bbea66347,gargoyle,4,4,4,1.0,2.0,450,450,450,450,450.0,1,0.5240936589282178,3.5833333333333335
1238,1665201699-24167fe0-2957-4b94-84a5-70bd4ac699b6,shambling mound,4,4,14,0.2857142857142857,5.0,1800,16200,1100,11500,4050.0,0,0.4616811772314165,1.9696969696969697
1240,1665201699-24167fe0-2957-4b94-84a5-70bd4ac699b6,troll,8,10,14,0.5714285714285714,5.0,1800,16200,1100,11500,4050.0,0,0.5034907677881932,2.8688524590163933
1241,1665201699-24167fe0-2957-4b94-84a5-70bd4ac699b6,spirit,1,1,14,0.07142857142857142,4.0,1100,16200,1100,11500,4050.0,1,0.13876285751285752,1.0
1242,1665201699-24167fe0-2957-4b94-84a5-70bd4ac699b6,adult black dragon,1,1,14,0.07142857142857142,14.0,11500,16200,1100,11500,4050.0,0,0.565933140933141,1.2592592592592593
1245,1668913577-882b7bc4-d2de-4ad5-a4ea-06c02843ecd9,glasswork golem,5,5,6,0.8333333333333334,2.0,450,7650,450,7200,3825.0,1,0.48148148148148145,2.6666666666666665
1246,1668913577-882b7bc4-d2de-4ad5-a4ea-06c02843ecd9,dragonbone golem,1,1,6,0.16666666666666666,11.0,7200,7650,450,7200,3825.0,0,0.3835251491901108,1.3333333333333333
1247,1661009818-7cae7239-2e1d-45e7-88b8-cc6207f49894,sahuagin,10,19,11,0.9090909090909091,0.5,100,125,25,100,62.5,0,0.7106820039132291,5.424242424242424
1250,1661009818-7cae7239-2e1d-45e7-88b8-cc6207f49894,giant crab,1,0,11,0.09090909090909091,0.125,25,125,25,100,62.5,1,0.6943755739210284,4.181818181818182
1251,1656515903-85ec366b-42d5-4add-99ca-c745c10cee8d,korred,1,1,3,0.3333333333333333,7.0,2900,5200,2300,2900,2600.0,0,0.6666666666666666,1.5
1252,1656515903-85ec366b-42d5-4add-99ca-c745c10cee8d,galeb duhr,2,2,3,0.6666666666666666,6.0,2300,5200,2300,2900,2600.0,1,0.5904327668216557,2.814814814814815
1264,1663543187-a5f0ab17-6d3d-4f56-9b3c-5803249d66cf,sword wraith commander,1,1,7,0.14285714285714285,8.0,3900,6400,700,3900,2133.3333333333335,0,0.24810036589661483,1.3888888888888888
1265,1663543187-a5f0ab17-6d3d-4f56-9b3c-5803249d66cf,wraith,2,2,7,0.2857142857142857,5.0,1800,6400,700,3900,2133.3333333333335,0,0.34556969109322044,1.78
1266,1663543187-a5f0ab17-6d3d-4f56-9b3c-5803249d66cf,sword wraith warrior,4,4,7,0.5714285714285714,3.0,700,6400,700,3900,2133.3333333333335,1,0.34421743755126955,3.32
1269,1664317027-bca17848-e742-4b4f-a2eb-e06f101c928b,warlock of the fiend,1,1,1,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.8975044563279857,1.2352941176470589
1270,1664306124-a844be8c-71af-4038-93f8-5c8355e9ff9d,fire elemental myrmidon,2,2,2,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.41607142857142854,1.6
1274,1658086995-deafefe3-e25c-45a9-be16-2c78fa4c2651,orc claw of luthic,4,0,13,0.3076923076923077,2.0,450,16400,50,13000,4100.0,0,0.4047008547008547,2.25
1275,1658086995-deafefe3-e25c-45a9-be16-2c78fa4c2651,skeleton,6,0,13,0.46153846153846156,0.25,50,16400,50,13000,4100.0,1,0.5628189343592419,4.6118721461187215
1276,1658086995-deafefe3-e25c-45a9-be16-2c78fa4c2651,venom troll,2,2,13,0.15384615384615385,7.0,2900,16400,50,13000,4100.0,0,0.5485347985347985,1.75
1277,1658086995-deafefe3-e25c-45a9-be16-2c78fa4c2651,adult green dragon,1,0,13,0.07692307692307693,15.0,13000,16400,50,13000,4100.0,0,0.49650997150997145,1.0
1282,1660800851-612388ac-3a28-42b1-bd53-16b135d48ef0,rakshasa,1,1,1,1.0,13.0,10000,10000,10000,10000,10000.0,1,0.9820484581497798,1.1277533039647578
1283,1657578614-54d69457-2f77-4fa5-a5fc-03b1b39124e6,adult green dragon,1,1,1,1.0,15.0,13000,13000,13000,13000,13000.0,1,0.49650997150997145,1.0
1284,1668083364-a4341be9-d5e2-4318-9966-17650a4af2b6,blistercoil weird,1,1,5,0.2,4.0,1100,6250,450,2900,1562.5,0,0.40099206349206346,3.25
1285,1668083364-a4341be9-d5e2-4318-9966-17650a4af2b6,barbed devil,1,1,5,0.2,5.0,1800,6250,450,2900,1562.5,0,0.4334375100091808,1.7575757575757576
1286,1668083364-a4341be9-d5e2-4318-9966-17650a4af2b6,spined devil,2,3,5,0.4,2.0,450,6250,450,2900,1562.5,1,0.3231014308104578,1.8823529411764706
1287,1668083364-a4341be9-d5e2-4318-9966-17650a4af2b6,black abishai,1,1,5,0.2,7.0,2900,6250,450,2900,1562.5,0,0.3091238530528032,2.25
1288,1655867184-167461d6-4e5f-4393-aff6-08df4dfe89a6,pegasus,1,0,4,0.25,2.0,450,7250,450,5000,2416.6666666666665,1,0.35097274568159226,1.6595744680851063
1289,1655867184-167461d6-4e5f-4393-aff6-08df4dfe89a6,clay golem,2,2,4,0.5,9.0,5000,7250,450,5000,2416.6666666666665,0,0.40127865961199294,2.2777777777777777
1290,1655867184-167461d6-4e5f-4393-aff6-08df4dfe89a6,fire elemental,1,0,4,0.25,5.0,1800,7250,450,5000,2416.6666666666665,0,0.40600640253125064,1.8295454545454546
1293,1664919004-83b6a2b4-efbf-407c-84fb-9cef237c02e0,hobgoblin,4,4,5,0.8,0.5,100,1900,100,1800,950.0,1,0.5634190108479407,4.923076923076923
1294,1664919004-83b6a2b4-efbf-407c-84fb-9cef237c02e0,troll,1,1,5,0.2,5.0,1800,1900,100,1800,950.0,0,0.5034907677881932,2.8688524590163933
1295,1660015603-47c427b6-f3c5-4915-a96c-98e467688d13,gray render,1,2,1,1.0,12.0,8400,8400,8400,8400,8400.0,1,0.422108843537415,1.7142857142857142
1298,1666024526-faa38fad-1203-4b6b-a942-7c3a0b66db26,the lonely,1,1,4,0.25,9.0,5000,14000,1800,7200,4666.666666666667,0,0.4375,1.75
1299,1666024526-faa38fad-1203-4b6b-a942-7c3a0b66db26,behir,1,1,4,0.25,11.0,7200,14000,1800,7200,4666.666666666667,0,0.608735585402252,1.7333333333333334
1300,1666024526-faa38fad-1203-4b6b-a942-7c3a0b66db26,giant crocodile,2,2,4,0.5,5.0,1800,14000,1800,7200,4666.666666666667,1,0.46519508170577684,1.9696969696969697
1303,1665494126-42037591-fcd2-4a88-8ac5-f0d26654965a,polar bear,5,5,6,0.8333333333333334,2.0,450,2250,450,1800,1125.0,1,0.419731671873887,3.838709677419355
1304,1665494126-42037591-fcd2-4a88-8ac5-f0d26654965a,troll,1,1,6,0.16666666666666666,5.0,1800,2250,450,1800,1125.0,0,0.5034907677881932,2.8688524590163933
1307,1663997772-de2f05bf-3909-4c71-836f-3d9d4a3796c9,ghoul,2,2,5,0.4,1.0,200,19100,200,18000,4775.0,1,0.3703377587291054,2.7357512953367875
1308,1663997772-de2f05bf-3909-4c71-836f-3d9d4a3796c9,goristro,1,0,5,0.2,17.0,18000,19100,200,18000,4775.0,0,0.3206434658815611,1.2380952380952381
1309,1663997772-de2f05bf-3909-4c71-836f-3d9d4a3796c9,maw demon,1,0,5,0.2,1.0,200,19100,200,18000,4775.0,1,0.3865675228964541,2.1702127659574466
1310,1663997772-de2f05bf-3909-4c71-836f-3d9d4a3796c9,kobold vampire spawn,1,0,5,0.2,3.0,700,19100,200,18000,4775.0,0,0.22291076983795505,1.9411764705882353
1311,1669448467-39514423-68a2-4e75-bbd6-cefb3a9c2e90,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1317,1659483421-b68573b5-7577-4eb4-a960-bebf09f82611,werebear,1,1,1,1.0,5.0,1800,1800,1800,1800,1800.0,1,0.41359274969956084,2.1176470588235294
1320,1661391805-c1b9a37c-31b3-4237-b1ef-87c22b694e4e,shadow assassin,4,5,4,1.0,9.0,5000,5000,5000,5000,5000.0,1,0.4647078270628995,2.0
1321,1668658513-345a1d95-1a50-4974-80f0-46c58e788221,veteran,1,0,2,0.5,3.0,700,1150,450,700,575.0,0,0.48834398483731073,2.753846153846154
1322,1668658513-345a1d95-1a50-4974-80f0-46c58e788221,giant elk,1,0,2,0.5,2.0,450,1150,450,700,575.0,1,0.43806755260243635,1.5813953488372092
1323,1666531841-0137c576-59e5-4129-8702-ce357a8bdd6c,hell hound,1,0,1,1.0,3.0,700,700,700,700,700.0,1,0.3616190622719513,2.1458333333333335
1333,1664596254-7796b14a-a409-4b34-9b1c-521c79a9a8d6,mummy lord,1,1,1,1.0,15.0,13000,13000,13000,13000,13000.0,1,0.9416481481481482,1.09
1337,1667792268-62b6fce5-c7ad-4fb9-b578-0c32cb0f294f,dhergoloth,1,0,1,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.5417096663226694,1.125
1338,1659976950-63a7d67d-b454-4ecf-9a9b-a69c22e341d6,clay golem,1,1,3,0.3333333333333333,9.0,5000,6800,1800,5000,3400.0,0,0.40127865961199294,2.2777777777777777
1339,1659976950-63a7d67d-b454-4ecf-9a9b-a69c22e341d6,earth elemental,2,2,3,0.6666666666666666,5.0,1800,6800,1800,5000,3400.0,1,0.5515408623934439,1.6354166666666667
1341,1663163703-2b873a1b-d233-4b88-83de-6d41c233a93a,rakshasa,1,1,1,1.0,13.0,10000,10000,10000,10000,10000.0,1,0.9820484581497798,1.1277533039647578
1342,1663210713-f8e75c83-f3a7-469d-b539-bad46bf29739,animated chained library,1,1,1,1.0,1.0,200,200,200,200,200.0,1,0.5822222222222222,1.4
1343,1666115102-5bc62bc9-e304-4176-8b38-7f44b9112c9c,copper dragon wyrmling,2,1,6,0.3333333333333333,1.0,200,2200,200,1800,733.3333333333334,1,0.625,1.25
1344,1666115102-5bc62bc9-e304-4176-8b38-7f44b9112c9c,roper,1,1,6,0.16666666666666666,5.0,1800,2200,200,1800,733.3333333333334,0,0.28554421768707483,1.5714285714285714
1345,1666115102-5bc62bc9-e304-4176-8b38-7f44b9112c9c,stone cursed,3,3,6,0.5,1.0,200,2200,200,1800,733.3333333333334,1,0.5322591937976553,5.076923076923077
1346,1664990734-47ff1896-684a-495b-840a-bd4b12b5b50b,stone golem,1,1,1,1.0,10.0,5900,5900,5900,5900,5900.0,1,0.7013278388278389,1.3928571428571428
1347,1664833347-68fa2930-4341-4479-8beb-6f2d77c5488c,drow mage,2,2,2,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.9360144143701191,1.657718120805369
1352,1664347808-482fb734-9e45-4aa2-ad2d-8ea6dcc39028,wood woad,3,3,3,1.0,5.0,1800,1800,1800,1800,1800.0,1,0.6166482210599857,2.764705882352941
1358,1660613880-9bbc1ae6-e1c9-4e41-8062-bd902bd5f5d7,nabassu,1,1,1,1.0,15.0,13000,13000,13000,13000,13000.0,1,0.7760989010989011,1.4285714285714286
1374,1659152557-aa4a9192-5013-48d9-819b-52e11e7c5a25,awakened tree,3,3,7,0.42857142857142855,2.0,450,5450,450,5000,2725.0,1,0.5274229668966511,1.9090909090909092
1376,1659152557-aa4a9192-5013-48d9-819b-52e11e7c5a25,animated tree,4,4,7,0.5714285714285714,9.0,5000,5450,450,5000,2725.0,0,0.3844052279458978,2.727272727272727
1377,1654221736-7ddf1d13-989e-44bf-8a59-83aaf775a0a0,star spawn mangler,4,4,7,0.5714285714285714,5.0,1800,17700,1800,10000,5900.0,1,0.7085901027077497,3.4
1378,1654221736-7ddf1d13-989e-44bf-8a59-83aaf775a0a0,star spawn hulk,1,1,7,0.14285714285714285,10.0,5900,17700,1800,10000,5900.0,0,0.28307565450422595,2.5714285714285716
1379,1654221736-7ddf1d13-989e-44bf-8a59-83aaf775a0a0,star spawn seer,2,2,7,0.2857142857142857,13.0,10000,17700,1800,10000,5900.0,0,0.3467372134038801,1.8888888888888888
1381,1658460359-167907f8-3555-4f3e-9bf8-af557934e7d4,venom troll,1,1,1,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.5485347985347985,1.75
1386,1663964187-15d10d6b-8eda-473b-a4f9-b4032648ab95,imp,1,0,4,0.25,1.0,200,650,200,450,325.0,1,0.4258591206162938,2.0285714285714285
1387,1663964187-15d10d6b-8eda-473b-a4f9-b4032648ab95,shadow mastiff,3,0,4,0.75,2.0,450,650,200,450,325.0,0,0.5054091641048163,3.4166666666666665
1390,1662871718-ad452bf7-d55a-4257-abc3-7dd805c228a5,giant boar,3,3,10,0.3,2.0,450,2450,200,1800,816.6666666666666,0,0.5467414393884983,2.0588235294117645
1391,1662871718-ad452bf7-d55a-4257-abc3-7dd805c228a5,tiger,1,1,10,0.1,1.0,200,2450,200,1800,816.6666666666666,1,0.3740539685596006,1.8
1392,1662871718-ad452bf7-d55a-4257-abc3-7dd805c228a5,wood woad,6,7,10,0.6,5.0,1800,2450,200,1800,816.6666666666666,0,0.6166482210599857,2.764705882352941
1396,1656172236-94cb8374-1e4d-4908-aa4b-34afd0bca7f7,archer,3,4,11,0.2727272727272727,3.0,700,1150,450,700,575.0,0,0.31706792413071905,2.36
1397,1656172236-94cb8374-1e4d-4908-aa4b-34afd0bca7f7,orog,8,10,11,0.7272727272727273,2.0,450,1150,450,700,575.0,1,0.3901864062467986,3.125
1399,1660496507-1655cd48-f493-480d-bf62-39024c532daf,wolf,1,1,2,0.5,0.25,50,500,50,450,250.0,1,0.6815263763132141,3.2217898832684826
1401,1660496507-1655cd48-f493-480d-bf62-39024c532daf,cave bear,1,1,2,0.5,2.0,450,500,50,450,250.0,0,0.6725552225552226,1.5757575757575757
1402,1660747490-2c20062b-b741-43c9-8582-550840c53f6a,sul khatesh,1,1,4,0.25,28.0,120000,120200,200,120000,60100.0,0,0.3531759906759907,1.25
1403,1660747490-2c20062b-b741-43c9-8582-550840c53f6a,ghoul,3,0,4,0.75,1.0,200,120200,200,120000,60100.0,1,0.3703377587291054,2.7357512953367875
1405,1660833678-08f63726-9785-4a22-8ed5-55b943281bc6,velociraptor,6,0,6,1.0,0.25,50,50,50,50,50.0,1,0.6433466079692495,5.256410256410256
1406,1667160462-654af857-ee3d-4e77-af23-b737410f32c5,young silver dragon,1,1,9,0.1111111111111111,9.0,5000,27700,1800,18000,6925.0,0,0.3197278911564626,1.1428571428571428
1409,1667160462-654af857-ee3d-4e77-af23-b737410f32c5,adult red dragon,1,2,9,0.1111111111111111,17.0,18000,27700,1800,18000,6925.0,0,0.4645095386639504,1.05
1410,1667160462-654af857-ee3d-4e77-af23-b737410f32c5,bulette,3,3,9,0.3333333333333333,5.0,1800,27700,1800,18000,6925.0,1,0.5748828082971306,2.5217391304347827
1411,1667160462-654af857-ee3d-4e77-af23-b737410f32c5,stone giant,4,4,9,0.4444444444444444,7.0,2900,27700,1800,18000,6925.0,0,0.4773321835406234,3.0
1416,1669434111-c44f9111-dcdc-4f09-bcb8-e56ac91723b6,assassin,6,6,12,0.5,8.0,3900,7500,1800,3900,2500.0,0,0.5727547886141636,2.328125
1417,1669434111-c44f9111-dcdc-4f09-bcb8-e56ac91723b6,fire elemental,5,0,12,0.4166666666666667,5.0,1800,7500,1800,3900,2500.0,1,0.40600640253125064,1.8295454545454546
1418,1669434111-c44f9111-dcdc-4f09-bcb8-e56ac91723b6,earth elemental,1,0,12,0.08333333333333333,5.0,1800,7500,1800,3900,2500.0,1,0.5515408623934439,1.6354166666666667
1419,1658767047-7ebdc346-b16b-4958-8813-c899c44e9321,evoker,1,1,4,0.25,9.0,5000,9000,1100,5000,3000.0,0,0.8231872294372294,1.1666666666666667
1420,1658767047-7ebdc346-b16b-4958-8813-c899c44e9321,drow mage,2,2,4,0.5,7.0,2900,9000,1100,5000,3000.0,0,0.9360144143701191,1.657718120805369
1421,1658767047-7ebdc346-b16b-4958-8813-c899c44e9321,shadow demon,1,1,4,0.25,4.0,1100,9000,1100,5000,3000.0,1,0.4056574241928933,1.4782608695652173
1423,1666493603-547f8c0d-a170-4649-827f-739f73078ac5,wolf,1,1,1,1.0,0.25,50,50,50,50,50.0,1,0.6815263763132141,3.2217898832684826
1429,1664133870-70120cc5-fbb0-4c36-ab6f-e8efcd6b1617,panther,1,1,8,0.125,0.25,50,150,50,50,50.0,1,0.30892857142857144,1.2272727272727273
1430,1664133870-70120cc5-fbb0-4c36-ab6f-e8efcd6b1617,swarm of ravens,1,1,8,0.125,0.25,50,150,50,50,50.0,1,0.5677350427350427,1.9230769230769231
1431,1664133870-70120cc5-fbb0-4c36-ab6f-e8efcd6b1617,giant poisonous snake,6,6,8,0.75,0.25,50,150,50,50,50.0,1,0.5890804597701149,2.5789473684210527
1436,1657397533-dff22bf0-39c4-460e-999a-0330feb51235,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1449,1658486796-eefe20f6-9bac-4856-b3be-eda54acab35e,flesh golem,1,1,4,0.25,5.0,1800,2450,200,1800,816.6666666666666,0,0.46075697178638353,1.6538461538461537
1450,1658486796-eefe20f6-9bac-4856-b3be-eda54acab35e,boneless,2,2,4,0.5,1.0,200,2450,200,1800,816.6666666666666,1,0.21742319589673087,1.391304347826087
1452,1658486796-eefe20f6-9bac-4856-b3be-eda54acab35e,yellow musk creeper,1,0,4,0.25,2.0,450,2450,200,1800,816.6666666666666,0,0.17763157894736842,1.5
1455,1658450960-00bac8e6-b183-4ced-85ea-bec740b5f914,gnoll,9,0,9,1.0,0.5,100,100,100,100,100.0,1,0.6118585060573118,4.285714285714286
1462,1662347812-db02bdd7-f875-44a6-bb08-21e09905472c,goblin,8,10,11,0.7272727272727273,0.25,50,250,50,200,125.0,1,0.6925020877876362,4.173469387755102
1463,1662347812-db02bdd7-f875-44a6-bb08-21e09905472c,goblin boss,3,1,11,0.2727272727272727,1.0,200,250,50,200,125.0,0,0.18939315534895537,1.4864864864864864
1468,1663629524-233c074a-9d59-47e8-93a3-4fd1319dcf60,tribal warrior,8,8,10,0.8,0.125,25,725,25,700,362.5,1,0.5242470506789392,5.526315789473684
1469,1663629524-233c074a-9d59-47e8-93a3-4fd1319dcf60,manticore,2,2,10,0.2,3.0,700,725,25,700,362.5,0,0.5454803731700016,2.1315789473684212
1470,1659305223-fe1b146f-a1a4-4e4a-a3b1-93f1fa22de8f,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1471,1658792884-c7ba59a7-0527-4d1e-8dbf-9ade2bb774ea,dryad,8,9,8,1.0,1.0,200,200,200,200,200.0,1,0.6574358974358975,2.1333333333333333
1474,1655592823-4b01e8b7-284c-446a-a649-1301cb4f5760,ogre zombie,4,5,16,0.25,2.0,450,650,200,450,325.0,0,0.340758180639473,2.3815789473684212
1475,1655592823-4b01e8b7-284c-446a-a649-1301cb4f5760,husk zombie,12,12,16,0.75,1.0,200,650,200,450,325.0,1,0.29982701819531754,2.2962962962962963
1479,1659803026-930f636a-9b43-49b3-875a-6f12ebeda6cb,air elemental myrmidon,2,0,2,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.5222222222222223,1.8
1481,1665190190-77adba89-7438-4a33-89f6-c03850bf1fa5,goblin,1,0,1,1.0,0.25,50,50,50,50,50.0,1,0.6925020877876362,4.173469387755102
1482,1658024677-d1f1ce83-69ce-43df-852a-0d7051801365,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1487,1663172158-092f49a1-c274-43b1-b0d1-a7ff9e4f51a7,veteran,1,1,2,0.5,3.0,700,2500,700,1800,1250.0,1,0.48834398483731073,2.753846153846154
1490,1663172158-092f49a1-c274-43b1-b0d1-a7ff9e4f51a7,enchanter,1,1,2,0.5,5.0,1800,2500,700,1800,1250.0,0,0.16514550264550265,1.0
1495,1669665509-4c9481da-93ee-4706-a4af-2f9a66a06735,reef shark,1,0,1,1.0,0.5,100,100,100,100,100.0,1,0.5508741258741259,3.4545454545454546
1503,1660473897-4b77ef92-8169-4027-a980-77eb83ba1913,mage,1,1,1,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1509,1660980752-091a9c0f-b019-4e00-a8c2-db4ca39881ca,mage,11,9,11,1.0,6.0,2300,2300,2300,2300,2300.0,1,0.9499754123417226,1.0802620802620804
1514,1664832221-6ac66692-8572-4b7d-a823-9b97e5135f22,drow mage,2,2,2,1.0,7.0,2900,2900,2900,2900,2900.0,1,0.9360144143701191,1.657718120805369
1517,1655251439-5b4e55cf-dce0-4366-a495-661ed0eee783,hook horror spore servant,1,1,5,0.2,3.0,700,1000,100,700,333.3333333333333,0,0.55,1.0
1518,1655251439-5b4e55cf-dce0-4366-a495-661ed0eee783,vine blight,3,3,5,0.6,0.5,100,1000,100,700,333.3333333333333,1,0.47022430512687297,3.823529411764706
1519,1655251439-5b4e55cf-dce0-4366-a495-661ed0eee783,boneless,1,1,5,0.2,1.0,200,1000,100,700,333.3333333333333,0,0.21742319589673087,1.391304347826087
1522,1663173974-611c43fa-f8cf-4e00-9682-c7744e43b9a8,alkilith,1,1,16,0.0625,11.0,7200,37800,100,15000,2520.0,0,0.20970643939393938,1.0
1524,1663173974-611c43fa-f8cf-4e00-9682-c7744e43b9a8,ghoul,1,1,16,0.0625,1.0,200,37800,100,15000,2520.0,0,0.3703377587291054,2.7357512953367875
1525,1663173974-611c43fa-f8cf-4e00-9682-c7744e43b9a8,chain devil,1,1,16,0.0625,8.0,3900,37800,100,15000,2520.0,0,0.5482192617596344,1.5357142857142858
1526,1663173974-611c43fa-f8cf-4e00-9682-c7744e43b9a8,haint,1,1,16,0.0625,7.0,2900,37800,100,15000,2520.0,0,0.16661866716214543,1.0
